Background Questions,,,,,,,,,,,,,,
,Other/Research,20.0%,33.3%,33.3%,13.3%,15,,,,,,,,
NJ Employees,Less than 10,30.3%,42.4%,18.2%,9.1%,33,,,,,,,,
,10 - 49,30.4%,34.8%,30.4%,4.3%,23,,,,,,,,
,50 or More,28.6%,42.9%,14.3%,14.3%,14,,,,,,,,
BioNJ Membership,Yes,33.3%,36.5%,22.2%,7.9%,63,,,,,,,,
,Former member,11.1%,55.6%,22.2%,11.1%,9,,,,,,,,
,Never member,40.0%,40.0%,20.0%,0.0%,5,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,35.0%,37.5%,15.0%,12.5%,40,,,,,,,,
,Some responsibility,25.0%,45.8%,25.0%,4.2%,24,,,,,,,,
,No responsibility,33.3%,25.0%,41.7%,0.0%,12,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,36.0%,42.0%,16.0%,6.0%,50,,,,,,,,
,Neutral,25.0%,8.3%,50.0%,16.7%,12,,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,100.0%,0.0%,0.0%,1,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,50.0%,35.7%,14.3%,0.0%,14,,,,,,,,
,Satisfied,31.0%,38.1%,21.4%,9.5%,42,,,,,,,,
,Neutral,20.0%,0.0%,60.0%,20.0%,5,,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,100.0%,0.0%,0.0%,2,,,,,,,,
,,,,,,,,,,,,,,
Q14e Value of Pharmaceutical company (all),,,,,,,,,,,,,,
,,Pharmaceutical company,,,,Total,,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Count,,,,,,,,
All Respondents,_____________   _____________,37.6%,41.2%,17.6%,3.5%,85,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,38.6%,34.1%,25.0%,2.3%,44,,,,,,,,
,Biotechnology/ Life Science Service,41.4%,51.7%,3.4%,3.4%,29,,,,,,,,
,Other,27.3%,36.4%,27.3%,9.1%,11,,,,,,,,
Position,CEO/CFO,52.6%,31.6%,13.2%,2.6%,38,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",33.3%,33.3%,33.3%,0.0%,9,,,,,,,,
,Service Provider,60.0%,20.0%,0.0%,20.0%,5,,,,,,,,
,Business Dev Director,28.6%,57.1%,14.3%,0.0%,14,,,,,,,,
,Other/Research,10.5%,57.9%,26.3%,5.3%,19,,,,,,,,
NJ Employees,Less than 10,41.7%,38.9%,13.9%,5.6%,36,,,,,,,,
,10 - 49,29.2%,45.8%,25.0%,0.0%,24,,,,,,,,
,50 or More,31.3%,56.3%,6.3%,6.3%,16,,,,,,,,
BioNJ Membership,Yes,41.4%,41.4%,14.3%,2.9%,70,,,,,,,,
,Former member,30.0%,40.0%,20.0%,10.0%,10,,,,,,,,
,Never member,0.0%,40.0%,60.0%,0.0%,5,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,53.5%,32.6%,9.3%,4.7%,43,,,,,,,,
,Some responsibility,17.9%,57.1%,21.4%,3.6%,28,,,,,,,,
,No responsibility,23.1%,38.5%,38.5%,0.0%,13,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,40.7%,44.4%,14.8%,0.0%,54,,,,,,,,
,Neutral,35.7%,35.7%,14.3%,14.3%,14,,,,,,,,
,Not Valuable/Not Valuable At All,100.0%,0.0%,0.0%,0.0%,2,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,57.1%,28.6%,14.3%,0.0%,14,,,,,,,,
,Satisfied,34.0%,46.8%,14.9%,4.3%,47,,,,,,,,
,Neutral,50.0%,33.3%,16.7%,0.0%,6,,,,,,,,
,Not Satisfied/ Not Satisfied At All,66.7%,33.3%,0.0%,0.0%,3,,,,,,,,
,,,,,,,,,,,,,,
Q14f Value of Research firm (all),,,,,,,,,,,,,,
,,Research firm,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,13.9%,41.8%,36.7%,5.1%,2.5%,79,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,10.0%,32.5%,50.0%,2.5%,5.0%,40,,,,,,,
,Biotechnology/ Life Science Service,18.5%,59.3%,18.5%,3.7%,0.0%,27,,,,,,,
,Other,18.2%,27.3%,36.4%,18.2%,0.0%,11,,,,,,,
Position,CEO/CFO,11.4%,37.1%,40.0%,5.7%,5.7%,35,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",12.5%,50.0%,37.5%,0.0%,0.0%,8,,,,,,,
,Service Provider,40.0%,40.0%,0.0%,20.0%,0.0%,5,,,,,,,
,Business Dev Director,8.3%,58.3%,25.0%,8.3%,0.0%,12,,,,,,,
,Other/Research,15.8%,36.8%,47.4%,0.0%,0.0%,19,,,,,,,
NJ Employees,Less than 10,14.3%,34.3%,40.0%,8.6%,2.9%,35,,,,,,,
,10 - 49,0.0%,47.8%,43.5%,4.3%,4.3%,23,,,,,,,
,50 or More,21.4%,57.1%,21.4%,0.0%,0.0%,14,,,,,,,
BioNJ Membership,Yes,15.6%,40.6%,37.5%,3.1%,3.1%,64,,,,,,,
,Former member,10.0%,50.0%,30.0%,10.0%,0.0%,10,,,,,,,
,Never member,0.0%,40.0%,40.0%,20.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,17.5%,35.0%,40.0%,5.0%,2.5%,40,,,,,,,
,Some responsibility,3.8%,57.7%,34.6%,3.8%,0.0%,26,,,,,,,
,No responsibility,25.0%,33.3%,33.3%,8.3%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,18.8%,39.6%,35.4%,2.1%,4.2%,48,,,,,,,
,Neutral,0.0%,42.9%,50.0%,7.1%,0.0%,14,,,,,,,
,Not Valuable/Not Valuable At All,50.0%,50.0%,0.0%,0.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,33.3%,33.3%,25.0%,0.0%,8.3%,12,,,,,,,
,Satisfied,11.6%,44.2%,39.5%,4.7%,0.0%,43,,,,,,,
,Neutral,0.0%,33.3%,50.0%,0.0%,16.7%,6,,,,,,,
,Not Satisfied/ Not Satisfied At All,33.3%,33.3%,33.3%,0.0%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14g Value of Accounting firm (all),,,,,,,,,,,,,,
,,Accounting firm,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,10.1%,24.1%,44.3%,16.5%,5.1%,79,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,11.6%,20.9%,41.9%,18.6%,7.0%,43,,,,,,,
,Biotechnology/ Life Science Service,8.3%,37.5%,41.7%,12.5%,0.0%,24,,,,,,,
,Other,9.1%,9.1%,63.6%,18.2%,0.0%,11,,,,,,,
Position,CEO/CFO,13.5%,21.6%,43.2%,16.2%,5.4%,37,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",12.5%,25.0%,50.0%,0.0%,12.5%,8,,,,,,,
,Service Provider,20.0%,20.0%,40.0%,20.0%,0.0%,5,,,,,,,
,Business Dev Director,0.0%,33.3%,41.7%,25.0%,0.0%,12,,,,,,,
,Other/Research,5.9%,23.5%,47.1%,17.6%,5.9%,17,,,,,,,
NJ Employees,Less than 10,3.0%,21.2%,45.5%,24.2%,6.1%,33,,,,,,,
,10 - 49,12.5%,33.3%,41.7%,12.5%,0.0%,24,,,,,,,
,50 or More,14.3%,28.6%,35.7%,7.1%,14.3%,14,,,,,,,
BioNJ Membership,Yes,12.3%,24.6%,43.1%,13.8%,6.2%,65,,,,,,,
,Former member,0.0%,33.3%,44.4%,22.2%,0.0%,9,,,,,,,
,Never member,0.0%,0.0%,60.0%,40.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,14.6%,19.5%,41.5%,19.5%,4.9%,41,,,,,,,
,Some responsibility,0.0%,36.0%,44.0%,16.0%,4.0%,25,,,,,,,
,No responsibility,16.7%,16.7%,58.3%,8.3%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,14.0%,28.0%,44.0%,8.0%,6.0%,50,,,,,,,
,Neutral,7.7%,15.4%,38.5%,30.8%,7.7%,13,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,21.4%,28.6%,42.9%,0.0%,7.1%,14,,,,,,,
,Satisfied,11.6%,23.3%,44.2%,14.0%,7.0%,43,,,,,,,
,Neutral,0.0%,40.0%,20.0%,40.0%,0.0%,5,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,0.0%,66.7%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14h Value of International firm (all),,,,,,,,,,,,,,
,,International firm,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,5.6%,23.6%,50.0%,15.3%,5.6%,72,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,5.1%,12.8%,53.8%,20.5%,7.7%,39,,,,,,,
,Biotechnology/ Life Science Service,4.5%,36.4%,50.0%,9.1%,0.0%,22,,,,,,,
,Other,10.0%,40.0%,40.0%,10.0%,0.0%,10,,,,,,,
Position,CEO/CFO,9.4%,18.8%,43.8%,21.9%,6.3%,32,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",12.5%,12.5%,62.5%,0.0%,12.5%,8,,,,,,,
,Service Provider,0.0%,66.7%,0.0%,33.3%,0.0%,3,,,,,,,
,Business Dev Director,0.0%,33.3%,58.3%,8.3%,0.0%,12,,,,,,,
,Other/Research,0.0%,23.5%,58.8%,11.8%,5.9%,17,,,,,,,
NJ Employees,Less than 10,6.5%,19.4%,51.6%,22.6%,0.0%,31,,,,,,,
,10 - 49,4.5%,36.4%,45.5%,9.1%,4.5%,22,,,,,,,
,50 or More,7.7%,23.1%,53.8%,0.0%,15.4%,13,,,,,,,
BioNJ Membership,Yes,5.2%,24.1%,50.0%,13.8%,6.9%,58,,,,,,,
,Former member,11.1%,22.2%,33.3%,33.3%,0.0%,9,,,,,,,
,Never member,0.0%,20.0%,80.0%,0.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,8.8%,23.5%,38.2%,23.5%,5.9%,34,,,,,,,
,Some responsibility,0.0%,28.0%,52.0%,12.0%,8.0%,25,,,,,,,
,No responsibility,8.3%,16.7%,75.0%,0.0%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,2.3%,27.9%,51.2%,11.6%,7.0%,43,,,,,,,
,Neutral,15.4%,7.7%,53.8%,15.4%,7.7%,13,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,50.0%,0.0%,50.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,8.3%,33.3%,58.3%,0.0%,0.0%,12,,,,,,,
,Satisfied,5.3%,23.7%,47.4%,13.2%,10.5%,38,,,,,,,
,Neutral,0.0%,0.0%,60.0%,40.0%,0.0%,5,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14i Value of Distributor firm (all),,,,,,,,,,,,,,
,,Distributor firm,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,12.3%,17.8%,46.6%,17.8%,5.5%,73,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,10.0%,7.5%,52.5%,22.5%,7.5%,40,,,,,,,
,Biotechnology/ Life Science Service,13.6%,31.8%,40.9%,13.6%,0.0%,22,,,,,,,
,Other,20.0%,30.0%,40.0%,10.0%,0.0%,10,,,,,,,
Position,CEO/CFO,18.2%,12.1%,42.4%,21.2%,6.1%,33,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,0.0%,62.5%,0.0%,12.5%,8,,,,,,,
,Service Provider,33.3%,33.3%,0.0%,33.3%,0.0%,3,,,,,,,
,Business Dev Director,0.0%,33.3%,58.3%,8.3%,0.0%,12,,,,,,,
,Other/Research,0.0%,23.5%,47.1%,23.5%,5.9%,17,,,,,,,
NJ Employees,Less than 10,12.5%,18.8%,43.8%,18.8%,6.3%,32,,,,,,,
,10 - 49,13.6%,18.2%,50.0%,18.2%,0.0%,22,,,,,,,
,50 or More,15.4%,15.4%,46.2%,7.7%,15.4%,13,,,,,,,
BioNJ Membership,Yes,11.9%,16.9%,49.2%,16.9%,5.1%,59,,,,,,,
,Former member,22.2%,22.2%,22.2%,22.2%,11.1%,9,,,,,,,
,Never member,0.0%,20.0%,60.0%,20.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,14.3%,17.1%,37.1%,25.7%,5.7%,35,,,,,,,
,Some responsibility,8.0%,16.0%,56.0%,12.0%,8.0%,25,,,,,,,
,No responsibility,16.7%,25.0%,50.0%,8.3%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,13.6%,18.2%,52.3%,11.4%,4.5%,44,,,,,,,
,Neutral,7.7%,7.7%,46.2%,30.8%,7.7%,13,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,50.0%,0.0%,50.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,25.0%,33.3%,41.7%,0.0%,0.0%,12,,,,,,,
,Satisfied,10.3%,12.8%,51.3%,17.9%,7.7%,39,,,,,,,
,Neutral,0.0%,0.0%,60.0%,40.0%,0.0%,5,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14j Value of Not-for-profit organization (all),,,,,,,,,,,,,,
,,Not-for-profit organization,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,5.4%,14.9%,55.4%,17.6%,6.8%,74,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,7.3%,4.9%,51.2%,26.8%,9.8%,41,,,,,,,
,Biotechnology/ Life Science Service,4.8%,33.3%,57.1%,4.8%,0.0%,21,,,,,,,
,Other,0.0%,18.2%,72.7%,9.1%,0.0%,11,,,,,,,
Position,CEO/CFO,8.8%,8.8%,55.9%,17.6%,8.8%,34,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",12.5%,12.5%,62.5%,0.0%,12.5%,8,,,,,,,
,Service Provider,0.0%,0.0%,66.7%,33.3%,0.0%,3,,,,,,,
,Business Dev Director,0.0%,41.7%,50.0%,8.3%,0.0%,12,,,,,,,
,Other/Research,0.0%,11.8%,52.9%,29.4%,5.9%,17,,,,,,,
NJ Employees,Less than 10,6.5%,9.7%,58.1%,19.4%,6.5%,31,,,,,,,
,10 - 49,0.0%,26.1%,47.8%,26.1%,0.0%,23,,,,,,,
,50 or More,7.7%,15.4%,53.8%,7.7%,15.4%,13,,,,,,,
BioNJ Membership,Yes,5.0%,16.7%,53.3%,16.7%,8.3%,60,,,,,,,
,Former member,0.0%,11.1%,77.8%,11.1%,0.0%,9,,,,,,,
,Never member,20.0%,0.0%,40.0%,40.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,8.3%,8.3%,58.3%,16.7%,8.3%,36,,,,,,,
,Some responsibility,0.0%,28.0%,44.0%,20.0%,8.0%,25,,,,,,,
,No responsibility,8.3%,8.3%,66.7%,16.7%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,4.3%,19.6%,56.5%,10.9%,8.7%,46,,,,,,,
,Neutral,8.3%,8.3%,41.7%,33.3%,8.3%,12,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,14.3%,21.4%,57.1%,7.1%,0.0%,14,,,,,,,
,Satisfied,2.6%,15.4%,53.8%,15.4%,12.8%,39,,,,,,,
,Neutral,0.0%,0.0%,50.0%,50.0%,0.0%,4,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14k Value of Marketing consultant (all),,,,,,,,,,,,,,
,,Marketing consultant,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,6.6%,25.0%,51.3%,15.8%,1.3%,76,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,2.4%,16.7%,59.5%,19.0%,2.4%,42,,,,,,,
,Biotechnology/ Life Science Service,9.1%,36.4%,45.5%,9.1%,0.0%,22,,,,,,,
,Other,18.2%,36.4%,27.3%,18.2%,0.0%,11,,,,,,,
Position,CEO/CFO,14.3%,22.9%,42.9%,20.0%,0.0%,35,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,12.5%,87.5%,0.0%,0.0%,8,,,,,,,
,Service Provider,0.0%,66.7%,0.0%,33.3%,0.0%,3,,,,,,,
,Business Dev Director,0.0%,38.5%,46.2%,7.7%,7.7%,13,,,,,,,
,Other/Research,0.0%,17.6%,64.7%,17.6%,0.0%,17,,,,,,,
NJ Employees,Less than 10,6.1%,18.2%,51.5%,24.2%,0.0%,33,,,,,,,
,10 - 49,12.5%,20.8%,58.3%,8.3%,0.0%,24,,,,,,,
,50 or More,0.0%,38.5%,46.2%,7.7%,7.7%,13,,,,,,,
BioNJ Membership,Yes,4.8%,24.2%,56.5%,12.9%,1.6%,62,,,,,,,
,Former member,22.2%,44.4%,22.2%,11.1%,0.0%,9,,,,,,,
,Never member,0.0%,0.0%,40.0%,60.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,10.5%,26.3%,42.1%,21.1%,0.0%,38,,,,,,,
,Some responsibility,4.0%,20.0%,64.0%,8.0%,4.0%,25,,,,,,,
,No responsibility,0.0%,33.3%,50.0%,16.7%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,4.3%,27.7%,57.4%,8.5%,2.1%,47,,,,,,,
,Neutral,7.7%,15.4%,53.8%,23.1%,0.0%,13,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,7.1%,42.9%,50.0%,0.0%,0.0%,14,,,,,,,
,Satisfied,5.0%,22.5%,57.5%,12.5%,2.5%,40,,,,,,,
,Neutral,0.0%,0.0%,60.0%,40.0%,0.0%,5,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,0.0%,66.7%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14l Value of Regulatory consultant (all),,,,,,,,,,,,,,
,,Regulatory consultant,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,15.9%,37.8%,34.1%,8.5%,3.7%,82,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,13.3%,33.3%,40.0%,8.9%,4.4%,45,,,,,,,
,Biotechnology/ Life Science Service,12.0%,48.0%,28.0%,8.0%,4.0%,25,,,,,,,
,Other,27.3%,36.4%,27.3%,9.1%,0.0%,11,,,,,,,
Position,CEO/CFO,16.2%,35.1%,37.8%,5.4%,5.4%,37,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",33.3%,22.2%,33.3%,11.1%,0.0%,9,,,,,,,
,Service Provider,25.0%,50.0%,0.0%,25.0%,0.0%,4,,,,,,,
,Business Dev Director,0.0%,57.1%,28.6%,7.1%,7.1%,14,,,,,,,
,Other/Research,16.7%,33.3%,38.9%,11.1%,0.0%,18,,,,,,,
NJ Employees,Less than 10,8.3%,33.3%,36.1%,13.9%,8.3%,36,,,,,,,
,10 - 49,16.7%,33.3%,45.8%,4.2%,0.0%,24,,,,,,,
,50 or More,35.7%,50.0%,7.1%,7.1%,0.0%,14,,,,,,,
BioNJ Membership,Yes,17.6%,38.2%,32.4%,8.8%,2.9%,68,,,,,,,
,Former member,0.0%,44.4%,33.3%,11.1%,11.1%,9,,,,,,,
,Never member,20.0%,20.0%,60.0%,0.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,14.3%,38.1%,33.3%,9.5%,4.8%,42,,,,,,,
,Some responsibility,7.7%,38.5%,38.5%,11.5%,3.8%,26,,,,,,,
,No responsibility,38.5%,38.5%,23.1%,0.0%,0.0%,13,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,21.2%,38.5%,30.8%,5.8%,3.8%,52,,,,,,,
,Neutral,7.1%,42.9%,35.7%,14.3%,0.0%,14,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,50.0%,50.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,20.0%,53.3%,26.7%,0.0%,0.0%,15,,,,,,,
,Satisfied,20.5%,31.8%,31.8%,11.4%,4.5%,44,,,,,,,
,Neutral,0.0%,50.0%,50.0%,0.0%,0.0%,6,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14m Value of Master Service Agreement for Clinical Trials (all),,,,,,,,,,,,,,
,,Master Service Agreement for Clinical Trials,,,,,Total,,,,,,,
,,Very Valuable,Valuable,Neutral,Not Valuable,Not Valuable At All,Count,,,,,,,
All Respondents,_____________   _____________,16.9%,26.0%,42.9%,9.1%,5.2%,77,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,16.7%,31.0%,35.7%,9.5%,7.1%,42,,,,,,,
,Biotechnology/ Life Science Service,17.4%,26.1%,43.5%,8.7%,4.3%,23,,,,,,,
,Other,18.2%,9.1%,63.6%,9.1%,0.0%,11,,,,,,,
Position,CEO/CFO,19.4%,22.2%,44.4%,8.3%,5.6%,36,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",12.5%,37.5%,50.0%,0.0%,0.0%,8,,,,,,,
,Service Provider,33.3%,0.0%,33.3%,33.3%,0.0%,3,,,,,,,
,Business Dev Director,14.3%,21.4%,57.1%,0.0%,7.1%,14,,,,,,,
,Other/Research,12.5%,37.5%,25.0%,18.8%,6.3%,16,,,,,,,
NJ Employees,Less than 10,12.1%,12.1%,51.5%,15.2%,9.1%,33,,,,,,,
,10 - 49,17.4%,34.8%,39.1%,8.7%,0.0%,23,,,,,,,
,50 or More,35.7%,35.7%,21.4%,0.0%,7.1%,14,,,,,,,
BioNJ Membership,Yes,20.6%,27.0%,39.7%,7.9%,4.8%,63,,,,,,,
,Former member,0.0%,33.3%,44.4%,11.1%,11.1%,9,,,,,,,
,Never member,0.0%,0.0%,80.0%,20.0%,0.0%,5,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,17.9%,12.8%,48.7%,12.8%,7.7%,39,,,,,,,
,Some responsibility,8.0%,40.0%,40.0%,8.0%,4.0%,25,,,,,,,
,No responsibility,33.3%,33.3%,33.3%,0.0%,0.0%,12,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,22.4%,32.7%,38.8%,2.0%,4.1%,49,,,,,,,
,Neutral,16.7%,8.3%,50.0%,16.7%,8.3%,12,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,0.0%,100.0%,0.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,26.7%,40.0%,33.3%,0.0%,0.0%,15,,,,,,,
,Satisfied,17.5%,25.0%,42.5%,7.5%,7.5%,40,,,,,,,
,Neutral,40.0%,20.0%,40.0%,0.0%,0.0%,5,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,0.0%,33.3%,66.7%,0.0%,3,,,,,,,
,,,,,,,,,,,,,,
Q14n Value of Other (all),,,,,,,,,,,,,,
,,Other,,,Total,,,,,,,,,
,,Very Valuable,Valuable,Neutral,Count,,,,,,,,,
All Respondents,_____________   _____________,42.9%,7.1%,50.0%,14,,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,33.3%,16.7%,50.0%,6,,,,,,,,,
,Biotechnology/ Life Science Service,50.0%,0.0%,50.0%,4,,,,,,,,,
,Other,50.0%,0.0%,50.0%,4,,,,,,,,,
Position,CEO/CFO,25.0%,25.0%,50.0%,4,,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,0.0%,100.0%,2,,,,,,,,,
,Business Dev Director,75.0%,0.0%,25.0%,4,,,,,,,,,
,Other/Research,50.0%,0.0%,50.0%,4,,,,,,,,,
NJ Employees,Less than 10,80.0%,0.0%,20.0%,5,,,,,,,,,
,10 - 49,16.7%,16.7%,66.7%,6,,,,,,,,,
,50 or More,33.3%,0.0%,66.7%,3,,,,,,,,,
BioNJ Membership,Yes,50.0%,0.0%,50.0%,10,,,,,,,,,
,Former member,0.0%,0.0%,100.0%,1,,,,,,,,,
,Never member,33.3%,33.3%,33.3%,3,,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,40.0%,20.0%,40.0%,5,,,,,,,,,
,Some responsibility,40.0%,0.0%,60.0%,5,,,,,,,,,
,No responsibility,50.0%,0.0%,50.0%,4,,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,28.6%,0.0%,71.4%,7,,,,,,,,,
,Neutral,100.0%,0.0%,0.0%,2,,,,,,,,,
,Not Valuable/Not Valuable At All,100.0%,0.0%,0.0%,1,,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,50.0%,0.0%,50.0%,2,,,,,,,,,
,Satisfied,33.3%,0.0%,66.7%,6,,,,,,,,,
,Not Satisfied/ Not Satisfied At All,100.0%,0.0%,0.0%,2,,,,,,,,,
,,,,,,,,,,,,,,
Q16 Respondents who have No Opinion about BioNJ Web site features (member),,,,,,,,,,,,,,
,No Opinion,,,,,,,,,,,,,
Learn more about BioNJ,7.5%,,,,,,,,,,,,,
Learn more about the industry,7.5%,,,,,,,,,,,,,
Learn about/reference membership benefits,8.3%,,,,,,,,,,,,,
Find out about/register for meetings/conferences/workshops,4.4%,,,,,,,,,,,,,
Access guide to state incentives and resources,10.1%,,,,,,,,,,,,,
Request information from BioNJ staff,14.0%,,,,,,,,,,,,,
Access job opportunity information,10.4%,,,,,,,,,,,,,
Read BusinessWire News,8.0%,,,,,,,,,,,,,
Find out more information on a specific industry topic,9.2%,,,,,,,,,,,,,
Find university/college tech transfer offices,15.5%,,,,,,,,,,,,,
Other,55.0%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Q16 Rate the importance of the following BioNJ Web site features (member),,,,,,,,,,,,,,
,Very Important,Important,Neutral,Not Important,Not Important At All,,,,,,,,,
Learn more about BioNJ,14.6%,55.3%,26.8%,1.6%,1.6%,,,,,,,,,
Learn more about the industry,20.2%,61.3%,16.1%,1.6%,0.8%,,,,,,,,,
Learn about/reference membership benefits,9.1%,45.5%,39.7%,4.1%,1.7%,,,,,,,,,
Find out about/register for meetings/conferences/workshops,26.2%,60.8%,11.5%,1.5%,0.0%,,,,,,,,,
Access guide to state incentives and resources,18.1%,43.1%,31.9%,6.9%,0.0%,,,,,,,,,
Request information from BioNJ staff,10.8%,32.4%,45.0%,9.9%,1.8%,,,,,,,,,
